isoc;Year;Member.State;VariableCode;AggValue;CW.state;Top5.Chem.Ind
MAR;2001;Morocco;rgdpna;75163,0446773232;0;0
MAR;2002;Morocco;rgdpna;77655,4782335111;0;0
MAR;2003;Morocco;rgdpna;82560,9492051783;0;0
MAR;2004;Morocco;rgdpna;86525,4156930223;0;0
MAR;2005;Morocco;rgdpna;89102,5859375;0;0
MAR;2006;Morocco;rgdpna;96016,814872743;0;0
MAR;2007;Morocco;rgdpna;98614,8555769833;0;0
MAR;2008;Morocco;rgdpna;104124,478174152;0;0
MAR;2009;Morocco;rgdpna;109079,082183567;0;0
MAR;2010;Morocco;rgdpna;113090,901526631;0;0
MAR;2011;Morocco;rgdpna;117727,628489223;0;0
MDA;1997;Moldova;rgdpna;8577,0937418995;0;0
MDA;1998;Moldova;rgdpna;8015,9653645182;0;0
MDA;1999;Moldova;rgdpna;7745,9681129119;0;0
MDA;2000;Moldova;rgdpna;7909,2315212852;0;0
MDA;2001;Moldova;rgdpna;8394,9709743131;0;0
MDA;2002;Moldova;rgdpna;9050,587551113;0;0
MDA;2003;Moldova;rgdpna;9650,0406766267;0;0
MDA;2004;Moldova;rgdpna;10360,6000989879;0;0
MDA;2005;Moldova;rgdpna;11137,7895986552;0;0
MDA;2006;Moldova;rgdpna;11670,6941000848;0;0
MDA;2007;Moldova;rgdpna;12020,6315974873;0;0
MDA;2008;Moldova;rgdpna;12962,7590320552;0;0
MDA;2009;Moldova;rgdpna;12186,3432362384;0;0
MDA;2010;Moldova;rgdpna;13050,8510514583;0;0
MDA;2011;Moldova;rgdpna;13887,9783337568;0;0
MDG;2004;Madagascar;rgdpna;13572,6016838707;0;0
MDG;2005;Madagascar;rgdpna;14197,3349609375;0;0
MDG;2006;Madagascar;rgdpna;14910,4113008291;0;0
MDG;2007;Madagascar;rgdpna;15840,9205810648;0;0
MDG;2008;Madagascar;rgdpna;16970,1151185;0;0
MDG;2009;Madagascar;rgdpna;16269,2480733872;0;0
MDG;2010;Madagascar;rgdpna;16336,5721694388;0;0
MDG;2011;Madagascar;rgdpna;16600,6001309209;0;0
MDV;1997;Maldives;rgdpna;1661,7667781452;0;0
MDV;1998;Maldives;rgdpna;1816,4283969285;0;0
MDV;1999;Maldives;rgdpna;1957,7058370197;0;0
MDV;2000;Maldives;rgdpna;2043,4637218288;0;0
MDV;2001;Maldives;rgdpna;1998,6476026738;0;0
MDV;2002;Maldives;rgdpna;2120,5132025619;0;0
MDV;2003;Maldives;rgdpna;2420,6478077429;0;0
MDV;2004;Maldives;rgdpna;2722,7733555785;0;0
MDV;2005;Maldives;rgdpna;2486,6276473163;0;0
MDV;2006;Maldives;rgdpna;2973,6122206316;0;0
MDV;2007;Maldives;rgdpna;3287,5042395559;0;0
MDV;2008;Maldives;rgdpna;3688,5199090455;0;0
MDV;2009;Maldives;rgdpna;3513,6952345451;0;0
MDV;2010;Maldives;rgdpna;3714,7605332332;0;0
MDV;2011;Maldives;rgdpna;3992,1187544456;0;0
MEX;1997;Mexico;rgdpna;996307,289292233;0;0
MEX;1998;Mexico;rgdpna;1046425,29618733;0;0
MEX;1999;Mexico;rgdpna;1085737,91582466;0;0
MEX;2000;Mexico;rgdpna;1157298,62543912;0;0
MEX;2001;Mexico;rgdpna;1156918,72934941;0;0
MEX;2002;Mexico;rgdpna;1165849,53376194;0;0
MEX;2003;Mexico;rgdpna;1182057,91638745;0;0
MEX;2004;Mexico;rgdpna;1230162,63889703;0;0
MEX;2005;Mexico;rgdpna;1270454,875;0;0
MEX;2006;Mexico;rgdpna;1334724,30115109;0;0
MEX;2007;Mexico;rgdpna;1379617,11162766;0;0
MEX;2008;Mexico;rgdpna;1396417,90870088;0;0
MEX;2009;Mexico;rgdpna;1312668,51905981;0;0
MEX;2010;Mexico;rgdpna;1382550,1622634;0;0
MEX;2011;Mexico;rgdpna;1436714,85063089;0;0
MKD;1997;Macedonia;rgdpna;11702,3213537771;0;0
MKD;1998;Macedonia;rgdpna;12097,7695993182;0;0
MKD;1999;Macedonia;rgdpna;12622,680595167;0;0
MKD;2000;Macedonia;rgdpna;13196,9728634863;0;0
MKD;2001;Macedonia;rgdpna;12599,6840532209;0;0
MKD;2002;Macedonia;rgdpna;12707,6258682339;0;0
MKD;2003;Macedonia;rgdpna;13065,5666189649;0;0
MKD;2004;Macedonia;rgdpna;13670,2249954309;0;0
MKD;2005;Macedonia;rgdpna;14265,1357779649;0;0
MKD;2006;Macedonia;rgdpna;14982,7378726208;0;0
MKD;2007;Macedonia;rgdpna;15904,0532115588;0;0
MKD;2008;Macedonia;rgdpna;16691,5341408359;0;0
MKD;2009;Macedonia;rgdpna;16537,9257571983;0;0
MKD;2010;Macedonia;rgdpna;16831,0852498944;0;0
MKD;2011;Macedonia;rgdpna;17341,2992466726;0;0
MLI;1997;Mali;rgdpna;7023,1846379289;0;0
MLI;1998;Mali;rgdpna;7590,3850882522;0;0
MLI;1999;Mali;rgdpna;8023,1082743357;0;0
MLI;2000;Mali;rgdpna;7760,2927546499;0;0
MLI;2001;Mali;rgdpna;8680,2240074201;0;0
MLI;2002;Mali;rgdpna;9054,836215507;0;0
MLI;2003;Mali;rgdpna;9744,6072361604;0;0
MLI;2004;Mali;rgdpna;9963,9574745318;0;0
MLI;2005;Mali;rgdpna;10575,0339022309;0;0
MLI;2006;Mali;rgdpna;11130,3665864762;0;0
MLI;2007;Mali;rgdpna;11608,6563443264;0;0
MLI;2008;Mali;rgdpna;12186,6703925427;0;0
MLI;2009;Mali;rgdpna;12730,5378992132;0;0
MLI;2010;Mali;rgdpna;13470,8065849117;0;0
MLI;2011;Mali;rgdpna;13831,59503266;0;0
MLT;1997;Malta;rgdpna;6386,010712019;0;0
MLT;1998;Malta;rgdpna;6713,3322777756;0;0
MLT;1999;Malta;rgdpna;7030,1997249926;0;0
MLT;2000;Malta;rgdpna;7384,1166317603;0;0
MLT;2001;Malta;rgdpna;7269,765736247;0;0
MLT;2002;Malta;rgdpna;7474,0381533226;0;0
MLT;2003;Malta;rgdpna;7484,0336806254;0;0
MLT;2004;Malta;rgdpna;7446,2999723523;0;0
MLT;2005;Malta;rgdpna;7719,2536988437;0;0
MLT;2006;Malta;rgdpna;7941,0728405842;0;0
MLT;2007;Malta;rgdpna;8284,8734742536;0;0
MLT;2008;Malta;rgdpna;8625,9287233895;0;0
MLT;2009;Malta;rgdpna;8392,2955088786;0;0
MLT;2010;Malta;rgdpna;8584,8842190074;0;0
MLT;2011;Malta;rgdpna;8762,0200085231;0;0
MNE;2006;Montenegro;rgdpna;5973,9621290039;0;0
MNE;2007;Montenegro;rgdpna;6610,6719974701;0;0
MNE;2008;Montenegro;rgdpna;7068,3023552323;0;0
MNE;2009;Montenegro;rgdpna;6668,4544009929;0;0
MNE;2010;Montenegro;rgdpna;6832,7471609155;0;0
MNE;2011;Montenegro;rgdpna;7003,5658395948;0;0
MNG;1997;Mongolia;rgdpna;5846,280349461;0;0
MNG;1998;Mongolia;rgdpna;6052,7947468968;0;0
MNG;1999;Mongolia;rgdpna;6247,43487939;0;0
MNG;2000;Mongolia;rgdpna;6313,4242502932;0;0
MNG;2001;Mongolia;rgdpna;6499,8411810168;0;0
MNG;2002;Mongolia;rgdpna;6807,4774259763;0;0
MNG;2003;Mongolia;rgdpna;7284,3182945039;0;0
MNG;2004;Mongolia;rgdpna;8058,3066139163;0;0
MNG;2005;Mongolia;rgdpna;8642,8280867504;0;0
MNG;2006;Mongolia;rgdpna;9382,3300226589;0;0
MNG;2007;Mongolia;rgdpna;10343,8321772958;0;0
MNG;2008;Mongolia;rgdpna;11264,4703766918;0;0
MNG;2009;Mongolia;rgdpna;11121,5687273732;0;0
MNG;2010;Mongolia;rgdpna;11829,4756549099;0;0
MNG;2011;Mongolia;rgdpna;13871,4712863441;0;0
MOZ;2000;Mozambique;rgdpna;8083,9696177916;0;0
MOZ;2001;Mozambique;rgdpna;9074,626232594;0;0
MOZ;2002;Mozambique;rgdpna;9912,4197713685;0;0
MOZ;2003;Mozambique;rgdpna;10555,4544922159;0;0
MOZ;2004;Mozambique;rgdpna;11387,6206485108;0;0
MOZ;2005;Mozambique;rgdpna;12342,7847593733;0;0
MOZ;2006;Mozambique;rgdpna;13414,4650633233;0;0
MOZ;2007;Mozambique;rgdpna;14391,2729359206;0;0
MOZ;2008;Mozambique;rgdpna;15374,3218088712;0;0
MOZ;2009;Mozambique;rgdpna;16348,1455827873;0;0
MOZ;2010;Mozambique;rgdpna;17455,2981633625;0;0
MOZ;2011;Mozambique;rgdpna;18702,4855390177;0;0
MRT;1998;Mauritania;rgdpna;4132,6412500862;0;0
MRT;1999;Mauritania;rgdpna;4408,3132945537;0;0
MRT;2000;Mauritania;rgdpna;4389,339638335;0;0
MRT;2001;Mauritania;rgdpna;4477,5125580014;0;0
MRT;2002;Mauritania;rgdpna;4507,2882026099;0;0
MRT;2003;Mauritania;rgdpna;4776,7453104879;0;0
MRT;2004;Mauritania;rgdpna;5051,2707728243;0;0
MRT;2005;Mauritania;rgdpna;5504,3544921875;0;0
MRT;2006;Mauritania;rgdpna;6542,9795757122;0;0
MRT;2007;Mauritania;rgdpna;6648,5978625759;0;0
MRT;2008;Mauritania;rgdpna;6599,7445965091;0;0
MRT;2009;Mauritania;rgdpna;6608,9351236857;0;0
MRT;2010;Mauritania;rgdpna;6979,3944617912;0;0
MRT;2011;Mauritania;rgdpna;7335,3435793426;0;0
MUS;1997;Mauritius;rgdpna;7503,2570029989;0;0
MUS;1998;Mauritius;rgdpna;7958,9427257714;0;0
MUS;1999;Mauritius;rgdpna;8166,6489983095;0;0
MUS;2000;Mauritius;rgdpna;8836,5530943865;0;0
MUS;2001;Mauritius;rgdpna;9132,3888346087;0;0
MUS;2002;Mauritius;rgdpna;9287,3610770263;0;0
MUS;2003;Mauritius;rgdpna;9829,6892760457;0;0
MUS;2004;Mauritius;rgdpna;10255,3403965974;0;0
MUS;2005;Mauritius;rgdpna;10437,708984375;0;0
MUS;2006;Mauritius;rgdpna;10945,5491410066;0;0
MUS;2007;Mauritius;rgdpna;11580,8158958111;0;0
MUS;2008;Mauritius;rgdpna;12218,9193294268;0;0
MUS;2009;Mauritius;rgdpna;12619,6375362177;0;0
MUS;2010;Mauritius;rgdpna;13140,3920463841;0;0
MUS;2011;Mauritius;rgdpna;13682,5709465187;0;0
MWI;1998;Malawi;rgdpna;6533,465162911;0;0
MWI;1999;Malawi;rgdpna;6614,6624111432;0;0
MWI;2000;Malawi;rgdpna;6718,9108157742;0;0
MWI;2001;Malawi;rgdpna;6384,6598279623;0;0
MWI;2002;Malawi;rgdpna;6567,1915438687;0;0
MWI;2003;Malawi;rgdpna;6318,6400042779;0;0
MWI;2004;Malawi;rgdpna;7318,1769000054;0;0
MWI;2005;Malawi;rgdpna;7557,3880388144;0;0
MWI;2006;Malawi;rgdpna;7910,0705794652;0;0
MWI;2007;Malawi;rgdpna;8670,9246064942;0;0
MWI;2008;Malawi;rgdpna;9393,7748141708;0;0
MWI;2009;Malawi;rgdpna;10233,9155820836;0;0
MWI;2010;Malawi;rgdpna;10917,4990977147;0;0
MWI;2011;Malawi;rgdpna;11413,1124973782;0;0
MYS;2000;Malaysia;rgdpna;215268,732721734;0;0
MYS;2001;Malaysia;rgdpna;216383,125812426;0;0
MYS;2002;Malaysia;rgdpna;228048,314841068;0;0
MYS;2003;Malaysia;rgdpna;241248,889905919;0;0
MYS;2004;Malaysia;rgdpna;257613,85814183;0;0
MYS;2005;Malaysia;rgdpna;271350,1875;0;0
MYS;2006;Malaysia;rgdpna;286504,680492956;0;0
MYS;2007;Malaysia;rgdpna;304550,996989048;0;0
MYS;2008;Malaysia;rgdpna;319266,200376832;0;0
MYS;2009;Malaysia;rgdpna;314434,014719944;0;0
MYS;2010;Malaysia;rgdpna;336928,138468398;0;0
MYS;2011;Malaysia;rgdpna;354057,937106427;0;0
NAM;1997;Namibia;rgdpna;6266,2464013552;0;0
NAM;1998;Namibia;rgdpna;6472,5991918665;0;0
NAM;1999;Namibia;rgdpna;6690,8745878496;0;0
NAM;2000;Namibia;rgdpna;6924,2825218411;0;0
NAM;2001;Namibia;rgdpna;7005,8470210298;0;0
NAM;2002;Namibia;rgdpna;7341,3333027659;0;0
NAM;2003;Namibia;rgdpna;7652,5907328618;0;0
NAM;2004;Namibia;rgdpna;8591,529033678;0;0
NAM;2005;Namibia;rgdpna;8808,8313644851;0;0
NAM;2006;Namibia;rgdpna;9431,9812530906;0;0
NAM;2007;Namibia;rgdpna;9938,7821911969;0;0
NAM;2008;Namibia;rgdpna;10362,3344330044;0;0
NAM;2009;Namibia;rgdpna;10288,0517442084;0;0
NAM;2010;Namibia;rgdpna;10967,0923131677;0;0
NAM;2011;Namibia;rgdpna;11363,3985222973;0;0
NER;1997;Niger;rgdpna;4979,0478164399;0;0
NER;1998;Niger;rgdpna;5611,9838754588;0;0
NER;1999;Niger;rgdpna;5667,7565374361;0;0
NER;2000;Niger;rgdpna;5521,3279335746;0;0
NER;2001;Niger;rgdpna;5936,4143572875;0;0
NER;2002;Niger;rgdpna;6249,6786132842;0;0
NER;2003;Niger;rgdpna;6462,1321781845;0;0
NER;2004;Niger;rgdpna;6409,044276077;0;0
NER;2005;Niger;rgdpna;6884,6557617188;0;0
NER;2006;Niger;rgdpna;7282,3289516699;0;0
NER;2007;Niger;rgdpna;7511,4764978048;0;0
NER;2008;Niger;rgdpna;8231,6523176217;0;0
NER;2009;Niger;rgdpna;8172,9838853668;0;0
NER;2010;Niger;rgdpna;8844,504853802;0;0
NER;2011;Niger;rgdpna;9046,1971623714;0;0
NGA;1999;Nigeria;rgdpna;123456,478503016;0;0
NGA;2000;Nigeria;rgdpna;130022,007642814;0;0
NGA;2001;Nigeria;rgdpna;139958,417015213;0;0
NGA;2002;Nigeria;rgdpna;169835,996951936;0;0
NGA;2003;Nigeria;rgdpna;187215,225277781;0;0
NGA;2004;Nigeria;rgdpna;206834,433786811;0;0
NGA;2005;Nigeria;rgdpna;220303,343418513;0;0
NGA;2006;Nigeria;rgdpna;233589,888511755;0;0
NGA;2007;Nigeria;rgdpna;248656,043073367;0;0
NGA;2008;Nigeria;rgdpna;264247,428592735;0;0
NGA;2009;Nigeria;rgdpna;282571,448410811;0;0
NGA;2010;Nigeria;rgdpna;304724,313501802;0;0
NGA;2011;Nigeria;rgdpna;327295,086682662;0;0
NLD;1997;Netherlands;rgdpna;489925,07432237;0;0
NLD;1998;Netherlands;rgdpna;509147,107653869;0;0
NLD;1999;Netherlands;rgdpna;532997,499667418;0;0
NLD;2000;Netherlands;rgdpna;554003,127532104;0;0
NLD;2001;Netherlands;rgdpna;564672,433331402;0;0
NLD;2002;Netherlands;rgdpna;565103,353457637;0;0
NLD;2003;Netherlands;rgdpna;566999,862890212;0;0
NLD;2004;Netherlands;rgdpna;579680,897407174;0;0
NLD;2005;Netherlands;rgdpna;591543,875;0;0
NLD;2006;Netherlands;rgdpna;611621,987619715;0;0
NLD;2007;Netherlands;rgdpna;635601,425232564;0;0
NLD;2008;Netherlands;rgdpna;647068,048484682;0;0
NLD;2009;Netherlands;rgdpna;623336,332334775;0;0
NLD;2010;Netherlands;rgdpna;633491,760122573;0;0
NLD;2011;Netherlands;rgdpna;639779,276509913;0;0
NOR;1997;Norway;rgdpna;225819,151900955;0;0
NOR;1998;Norway;rgdpna;231877,314712315;0;0
NOR;1999;Norway;rgdpna;236574,636251412;0;0
NOR;2000;Norway;rgdpna;244271,703529203;0;0
NOR;2001;Norway;rgdpna;249132,943321263;0;0
NOR;2002;Norway;rgdpna;252875,117788389;0;0
NOR;2003;Norway;rgdpna;255361,97596544;0;0
NOR;2004;Norway;rgdpna;265476,941748128;0;0
NOR;2005;Norway;rgdpna;272349,96875;0;0
NOR;2006;Norway;rgdpna;279027,795389565;0;0
NOR;2007;Norway;rgdpna;286430,393744732;0;0
NOR;2008;Norway;rgdpna;286530,913589425;0;0
NOR;2009;Norway;rgdpna;281754,065976795;0;0
NOR;2010;Norway;rgdpna;283660,189172824;0;0
NOR;2011;Norway;rgdpna;287764,679981952;0;0
NPL;1997;Nepal;rgdpna;20666,6980055482;0;0
NPL;1998;Nepal;rgdpna;21274,8247001318;0;0
NPL;1999;Nepal;rgdpna;22228,7272497784;0;0
NPL;2000;Nepal;rgdpna;23588,10428972;0;0
NPL;2001;Nepal;rgdpna;24915,761114699;0;0
NPL;2002;Nepal;rgdpna;24945,6135958599;0;0
NPL;2003;Nepal;rgdpna;25929,7861316745;0;0
NPL;2004;Nepal;rgdpna;27143,975138589;0;0
NPL;2005;Nepal;rgdpna;27991,6953125;0;0
NPL;2006;Nepal;rgdpna;29033,4283980011;0;0
NPL;2007;Nepal;rgdpna;30023,9213078989;0;0
NPL;2008;Nepal;rgdpna;31856,7733601194;0;0
NPL;2009;Nepal;rgdpna;33300,8659743107;0;0
NPL;2010;Nepal;rgdpna;34904,773761749;0;0
NPL;2011;Nepal;rgdpna;36260,4940025983;0;0
NZL;1997;New Zealand;rgdpna;77593,2536308839;0;0
NZL;1998;New Zealand;rgdpna;78609,921314503;0;0
NZL;1999;New Zealand;rgdpna;82633,2637437952;0;0
NZL;2000;New Zealand;rgdpna;84497,1544959462;0;0
NZL;2001;New Zealand;rgdpna;87523,1722345805;0;0
NZL;2002;New Zealand;rgdpna;91797,9735662308;0;0
NZL;2003;New Zealand;rgdpna;95370,2374116971;0;0
NZL;2004;New Zealand;rgdpna;98719,6699839888;0;0
NZL;2005;New Zealand;rgdpna;101895,015625;0;0
NZL;2006;New Zealand;rgdpna;103617,315672265;0;0
NZL;2007;New Zealand;rgdpna;107308,732351427;0;0
NZL;2008;New Zealand;rgdpna;105322,593886584;0;0
NZL;2009;New Zealand;rgdpna;106315,276259514;0;0
NZL;2010;New Zealand;rgdpna;106566,735161105;0;0
NZL;2011;New Zealand;rgdpna;107714,161473122;0;0
OMN;1997;Oman;rgdpna;43871,1736267963;0;0
OMN;1998;Oman;rgdpna;45057,7141006279;0;0
OMN;1999;Oman;rgdpna;44782,94352674;0;0
OMN;2000;Oman;rgdpna;46858,4588347103;0;0
OMN;2001;Oman;rgdpna;49469,9352384553;0;0
OMN;2002;Oman;rgdpna;50491,0830891005;0;0
OMN;2003;Oman;rgdpna;50668,9948607115;0;0
OMN;2004;Oman;rgdpna;52396,8096826502;0;0
OMN;2005;Oman;rgdpna;54487,2805493034;0;0
OMN;2006;Oman;rgdpna;57500,5094731568;0;0
OMN;2007;Oman;rgdpna;61367,8026688064;0;0
OMN;2008;Oman;rgdpna;69248,4582981548;0;0
OMN;2009;Oman;rgdpna;70026,4666395472;0;0
OMN;2010;Oman;rgdpna;75712,3348396825;0;0
OMN;2011;Oman;rgdpna;79863,1830910866;0;0
PAK;1997;Pakistan;rgdpna;251680,409124703;0;0
PAK;1998;Pakistan;rgdpna;258098,849230326;0;0
PAK;1999;Pakistan;rgdpna;267545,609722105;0;0
PAK;2000;Pakistan;rgdpna;278943,288165667;0;0
PAK;2001;Pakistan;rgdpna;284472,998357316;0;0
PAK;2002;Pakistan;rgdpna;293645,706236003;0;0
PAK;2003;Pakistan;rgdpna;307876,719574517;0;0
PAK;2004;Pakistan;rgdpna;330560,939817647;0;0
PAK;2005;Pakistan;rgdpna;355908,09375;0;0
PAK;2006;Pakistan;rgdpna;377894,465850075;0;0
PAK;2007;Pakistan;rgdpna;399370,647675901;0;0
PAK;2008;Pakistan;rgdpna;405744,526656564;0;0
PAK;2009;Pakistan;rgdpna;420332,483633649;0;0
PAK;2010;Pakistan;rgdpna;435240,858766681;0;0
PAK;2011;Pakistan;rgdpna;448105,994027454;0;0
PAN;1998;Panama;rgdpna;24804,0448278347;0;0
PAN;1999;Panama;rgdpna;25775,6704644305;0;0
PAN;2000;Panama;rgdpna;26475,5762069675;0;0
PAN;2001;Panama;rgdpna;26627,6182727948;0;0
PAN;2002;Panama;rgdpna;27221,1178528769;0;0
PAN;2003;Panama;rgdpna;28365,9736532943;0;0
PAN;2004;Panama;rgdpna;30499,684972193;0;0
PAN;2005;Panama;rgdpna;32692,5366964823;0;0
PAN;2006;Panama;rgdpna;35480,9835270291;0;0
PAN;2007;Panama;rgdpna;39778,6748762469;0;0
PAN;2008;Panama;rgdpna;43803,2493139558;0;0
PAN;2009;Panama;rgdpna;45492,4762474575;0;0
PAN;2010;Panama;rgdpna;48953,3541440212;0;0
PAN;2011;Panama;rgdpna;54142,8082989332;0;0
PER;1997;Peru;rgdpna;121310,464057484;0;0
PER;1998;Peru;rgdpna;120512,300605164;0;0
PER;1999;Peru;rgdpna;121613,940894348;0;0
PER;2000;Peru;rgdpna;125202,273253785;0;0
PER;2001;Peru;rgdpna;125471,326352579;0;0
PER;2002;Peru;rgdpna;131770,21677795;0;0
PER;2003;Peru;rgdpna;137083,559636605;0;0
PER;2004;Peru;rgdpna;143905,840018456;0;0
PER;2005;Peru;rgdpna;153729,843676558;0;0
PER;2006;Peru;rgdpna;165629,296534537;0;0
PER;2007;Peru;rgdpna;180318,167439344;0;0
PER;2008;Peru;rgdpna;197919,946018107;0;0
PER;2009;Peru;rgdpna;199602,659088655;0;0
PER;2010;Peru;rgdpna;217073,08882909;0;0
PER;2011;Peru;rgdpna;231983,767586363;0;0
PHL;1997;Philippines;rgdpna;195062,187509552;0;0
PHL;1998;Philippines;rgdpna;193937,220591482;0;0
PHL;1999;Philippines;rgdpna;199914,203714668;0;0
PHL;2000;Philippines;rgdpna;208732,86336989;0;0
PHL;2001;Philippines;rgdpna;214773,565426704;0;0
PHL;2002;Philippines;rgdpna;222604,001973255;0;0
PHL;2003;Philippines;rgdpna;233668,24160561;0;0
PHL;2004;Philippines;rgdpna;249318,460934775;0;0
PHL;2005;Philippines;rgdpna;261230,068810654;0;0
PHL;2006;Philippines;rgdpna;274926,257755709;0;0
PHL;2007;Philippines;rgdpna;293117,199762993;0;0
PHL;2008;Philippines;rgdpna;305289,644255452;0;0
PHL;2009;Philippines;rgdpna;308795,383683904;0;0
PHL;2010;Philippines;rgdpna;332363,45531001;0;0
PHL;2011;Philippines;rgdpna;344722,288086886;0;0
POL;1997;Poland;rgdpna;384641,047887789;0;0
POL;1998;Poland;rgdpna;403802,456907191;0;0
POL;1999;Poland;rgdpna;422071,282095762;0;0
POL;2000;Poland;rgdpna;440050,688884268;0;0
POL;2001;Poland;rgdpna;445354,626911535;0;0
POL;2002;Poland;rgdpna;451783,317328821;0;0
POL;2003;Poland;rgdpna;469254,498278273;0;0
POL;2004;Poland;rgdpna;494335,211651416;0;0
POL;2005;Poland;rgdpna;512215,5625;0;0
POL;2006;Poland;rgdpna;544113,717868023;0;0
POL;2007;Poland;rgdpna;581033,320475303;0;0
POL;2008;Poland;rgdpna;610820,278895814;0;0
POL;2009;Poland;rgdpna;620762,501601532;0;0
POL;2010;Poland;rgdpna;644793,572831724;0;0
POL;2011;Poland;rgdpna;672616,557504725;0;0
PRT;1997;Portugal;rgdpna;180436,199328055;0;0
PRT;1998;Portugal;rgdpna;189707,589414598;0;0
PRT;1999;Portugal;rgdpna;197434,669219414;0;0
PRT;2000;Portugal;rgdpna;205165,254836448;0;0
PRT;2001;Portugal;rgdpna;209217,164726072;0;0
PRT;2002;Portugal;rgdpna;210816,084775029;0;0
PRT;2003;Portugal;rgdpna;208895,304196736;0;0
PRT;2004;Portugal;rgdpna;212154,900525247;0;0
PRT;2005;Portugal;rgdpna;213799,261294097;0;0
PRT;2006;Portugal;rgdpna;216895,702515572;0;0
PRT;2007;Portugal;rgdpna;222025,919339881;0;0
PRT;2008;Portugal;rgdpna;222007,04188948;0;0
PRT;2009;Portugal;rgdpna;215550,279657713;0;0
PRT;2010;Portugal;rgdpna;218569,458171475;0;0
PRT;2011;Portugal;rgdpna;214921,930237226;0;0
PRY;1997;Paraguay;rgdpna;21251,6247111719;0;0
PRY;1998;Paraguay;rgdpna;21376,9291021575;0;0
PRY;1999;Paraguay;rgdpna;21057,0343628176;0;0
PRY;2000;Paraguay;rgdpna;20356,8039426035;0;0
PRY;2001;Paraguay;rgdpna;20774,2017139927;0;0
PRY;2002;Paraguay;rgdpna;20764,1139734337;0;0
PRY;2003;Paraguay;rgdpna;21561,3756915192;0;0
PRY;2004;Paraguay;rgdpna;22452,9975126941;0;0
PRY;2005;Paraguay;rgdpna;23094,8125;0;0
PRY;2006;Paraguay;rgdpna;24097,2535245627;0;0
PRY;2007;Paraguay;rgdpna;25726,540821301;0;0
PRY;2008;Paraguay;rgdpna;27225,5882082182;0;0
PRY;2009;Paraguay;rgdpna;26178,3265400846;0;0
PRY;2010;Paraguay;rgdpna;30117,0813770484;0;0
PRY;2011;Paraguay;rgdpna;31261,5304693762;0;0
QAT;1997;Qatar;rgdpna;43312,8931942833;0;0
QAT;1998;Qatar;rgdpna;48172,0161466255;0;0
QAT;1999;Qatar;rgdpna;50235,7363194349;0;0
QAT;2000;Qatar;rgdpna;54268,7242684299;0;0
QAT;2001;Qatar;rgdpna;56384,1991791154;0;0
QAT;2002;Qatar;rgdpna;60434,0074179201;0;0
QAT;2003;Qatar;rgdpna;62682,1038444131;0;0
QAT;2004;Qatar;rgdpna;74728,9096993655;0;0
QAT;2005;Qatar;rgdpna;80327,4074512611;0;0
QAT;2006;Qatar;rgdpna;101350,032515966;0;0
QAT;2007;Qatar;rgdpna;119578,930840801;0;0
QAT;2008;Qatar;rgdpna;140700,202956353;0;0
QAT;2009;Qatar;rgdpna;157523,188099785;0;0
QAT;2010;Qatar;rgdpna;183875,38310011;0;0
QAT;2011;Qatar;rgdpna;208667,144364056;0;0
ROU;1997;Romania;rgdpna;153405,374759264;0;0
ROU;1998;Romania;rgdpna;150176,780925696;0;0
ROU;1999;Romania;rgdpna;148309,016418667;0;0
ROU;2000;Romania;rgdpna;151882,881309313;0;0
ROU;2001;Romania;rgdpna;160508,093647727;0;0
ROU;2002;Romania;rgdpna;168657,128249084;0;0
ROU;2003;Romania;rgdpna;177489,203149126;0;0
ROU;2004;Romania;rgdpna;192558,474977602;0;0
ROU;2005;Romania;rgdpna;200556,723087981;0;0
ROU;2006;Romania;rgdpna;216350,107654847;0;0
ROU;2007;Romania;rgdpna;230017,29017169;0;0
ROU;2008;Romania;rgdpna;246920,755882959;0;0
ROU;2009;Romania;rgdpna;230683,263840177;0;0
ROU;2010;Romania;rgdpna;226879,280759941;0;0
ROU;2011;Romania;rgdpna;232447,690839085;0;0
RUS;1997;Russia;rgdpna;1132453,22040088;1;0
RUS;1998;Russia;rgdpna;1071925,20057397;1;0
RUS;1999;Russia;rgdpna;1140004,26109693;1;0
RUS;2000;Russia;rgdpna;1254525,18079423;1;0
RUS;2001;Russia;rgdpna;1318394,55976001;1;0
RUS;2002;Russia;rgdpna;1380936,32031499;1;0
RUS;2003;Russia;rgdpna;1481687,42264383;1;0
RUS;2004;Russia;rgdpna;1588012,55928732;1;0
RUS;2005;Russia;rgdpna;1689267,21007994;1;0
RUS;2006;Russia;rgdpna;1827000,46289455;1;0
RUS;2007;Russia;rgdpna;1982936,41782278;1;0
RUS;2008;Russia;rgdpna;2086999,99960276;1;0
RUS;2009;Russia;rgdpna;1923778,12912366;1;0
RUS;2010;Russia;rgdpna;2007268,81682539;1;0
RUS;2011;Russia;rgdpna;2094290,04414251;1;0
RWA;2004;Rwanda;rgdpna;7716,2471709492;0;0
RWA;2005;Rwanda;rgdpna;8433,0857594;0;0
RWA;2006;Rwanda;rgdpna;9193,4222139914;0;0
RWA;2007;Rwanda;rgdpna;9902,1643284258;0;0
RWA;2008;Rwanda;rgdpna;10999,5724132702;0;0
RWA;2009;Rwanda;rgdpna;11686,3867680217;0;0
RWA;2010;Rwanda;rgdpna;12529,607551708;0;0
RWA;2011;Rwanda;rgdpna;13604,9565666291;0;0
